CreditScore,Age,AnnualIncome,DebtToIncomeRatio,LoanAmount
610,29,113709,0.25,3183
848,68,62287,0.73,30070
355,36,184084,0.28,4774
742,38,127252,0.32,30018
536,44,192855,0.31,21303
496,36,129323,0.75,15272
813,41,197563,0.56,23586
748,43,32803,0.88,34545
659,62,138819,0.31,3566
329,45,113361,0.69,43863
407,63,33698,0.75,11953
744,35,185632,0.15,32696
737,61,35376,0.4,8404
756,53,33117,0.48,33846
794,59,189028,0.36,2581
546,46,68786,0.32,15066
842,34,133005,0.69,41735
738,21,86480,0.22,8839
577,61,182767,0.71,35930
410,62,152583,0.94,23129
684,46,73233,0.57,31845
490,21,131022,0.61,14913
789,27,173574,0.07,1964
725,42,112529,0.86,11739
704,48,197561,0.29,3673
634,20,120919,0.62,39061
508,64,103533,0.98,32171
321,19,183021,0.6,24643
507,42,89407,0.72,35486
307,66,93809,0.45,11624
828,23,37229,0.06,2228
465,43,178457,0.8,44370
795,25,62176,0.03,35608
728,52,114825,0.7,17920
462,44,154332,0.02,20689
665,42,117555,0.86,8124
825,35,23145,0.16,43124
538,18,117289,0.51,32339
371,65,158874,0.6,8587
744,56,22263,0.46,4527
808,20,177985,0.34,34067
568,21,77788,0.47,46358
714,58,159227,0.31,4963
544,54,151994,0.44,38455
359,68,171744,0.36,37939
305,32,189598,0.57,21243
706,25,65344,0.24,33693
516,55,142819,0.99,46835
325,67,170086,0.5,4695
304,36,93352,0.19,10112
831,64,60324,0.48,33059
689,43,114075,0.87,8242
747,56,189770,0.02,10941
445,27,97169,0.68,21001
687,55,43384,0.55,3700
548,31,23512,0.17,19085
825,66,157138,0.82,14339
761,58,182572,0.37,16834
312,36,143775,0.29,12084
683,47,98743,0.83,30543
698,22,105642,0.64,36930
318,48,149587,0.9,42074
790,24,99858,0.63,32902
718,36,74800,0.74,30044
636,48,120364,0.84,14137
718,69,22387,0.05,35905
421,56,152871,0.78,6948
731,41,139095,0.61,48461
343,51,55548,0.07,33567
616,40,184967,0.51,32189
680,65,110450,0.08,49867
444,62,125669,0.74,49978
626,57,100171,0.55,32871
662,23,191451,0.95,19189
349,55,65414,0.18,23797
364,58,93071,0.61,4569
654,53,132808,0.21,27012
463,44,98591,0.61,13977
440,28,24297,0.72,33049
427,22,129513,0.72,22694
697,34,148668,0.82,45388
762,69,106479,0.85,34224
486,24,118752,0.08,17832
489,44,156080,0.34,33835
687,64,135481,0.69,2862
728,32,167892,0.5,19186
583,63,173325,0.19,30545
536,30,180274,0.55,46522
493,28,180308,0.41,45391
586,62,87156,0.39,41322
435,43,80263,0.81,9319
470,39,138996,0.41,39663
458,45,119252,0.03,46788
500,41,138632,0.06,29401
786,46,94855,0.86,33228
803,26,36575,0.96,13202
670,59,32204,0.69,39283
402,21,31952,0.36,21122
424,66,103323,0.94,34135
612,63,184944,0.66,23585
757,35,180448,0.84,49408
529,60,162712,0.77,49229
496,33,46437,0.38,15897
722,50,147129,0.48,22291
470,46,107681,0.19,33826
681,56,27903,0.29,9294
472,27,46863,0.78,5507
752,26,63381,0.89,29854
649,48,48548,0.72,48520
793,45,31467,0.47,16475
303,20,77954,0.09,45905
392,31,43901,0.06,15334
305,42,43301,0.37,19830
587,32,144686,0.46,48882
445,19,105180,0.61,49803
723,41,89903,0.01,28278
756,31,123955,0.99,19749
501,65,167276,0.36,31511
511,24,39755,0.85,38469
305,53,79817,0.53,41185
675,67,22093,0.13,26072
746,41,116319,0.8,43326
405,44,42940,0.71,32146
700,54,195112,0.53,12057
395,55,188394,0.51,27427
687,47,148714,0.09,42982
751,44,111544,0.66,45090
715,56,104437,0.91,49654
803,32,112969,0.09,12036
753,43,127001,0.26,15060
590,18,107725,0.9,14607
833,21,135784,0.28,36102
492,46,130675,0.65,25074
449,18,114266,0.53,49864
814,60,29236,0.6,20773
692,67,92597,0.42,33970
615,63,154974,0.3,33998
375,39,119656,0.05,29210
569,28,54364,0.74,45088
524,27,127071,0.75,12683
829,34,114410,0.67,3962
412,53,171168,0.64,36095
550,64,163092,0.24,31000
532,43,78473,0.02,30137
382,65,64153,0.81,36552
424,38,192349,0.49,47253
474,30,58502,0.31,34571
368,26,35675,0.1,46321
346,28,175437,0.06,48350
555,28,138384,0.35,44861
329,23,98229,0.8,40164
580,18,109049,0.92,48578
536,23,109157,0.9,17559
547,30,125711,0.92,43404
667,39,130090,0.91,49074
794,48,113321,0.53,45963
324,39,46465,0.22,6691
789,54,52286,0.8,4532
793,64,74795,0.21,49991
613,44,191250,0.27,21733
674,67,128139,0.23,18927
324,69,123845,0.51,44114
633,31,69986,0.32,14482
654,64,194273,0.15,27681
415,22,194387,0.45,6456
347,53,95396,0.87,4413
398,49,75178,0.57,8085
758,51,30745,0.88,28937
822,24,99637,0.2,21563
704,59,156100,0.17,10332
513,65,68566,0.58,38575
802,27,63722,0.46,8386
747,67,106623,0.66,27337
557,34,131074,0.79,35708
420,47,94974,0.75,30572
353,38,104084,0.94,34424
630,30,190951,0.4,36271
540,18,175839,0.21,12030
829,18,137353,0.55,14138
782,64,124417,0.11,48369
486,50,88099,0.29,16646
561,55,199729,0.21,29812
663,42,159570,0.4,24422
790,43,45107,0.11,11645
730,30,179865,0.03,15628
538,45,153768,0.66,25486
603,50,73839,0.61,23409
597,54,109241,0.71,40266
375,58,43397,0.66,23732
632,47,27704,0.11,47557
773,66,36442,0.29,20425
582,65,149576,0.13,13195
371,25,29765,0.84,19722
562,66,135828,0.75,17494
311,64,30002,0.2,22571
440,18,31390,0.34,35486
316,29,195508,0.97,23900
362,22,26641,0.59,1125
552,41,184781,0.8,49814
764,23,131119,0.26,20318
675,42,190381,0.21,39685
819,18,35624,0.78,44162
389,42,29966,0.69,8590
474,18,185261,0.68,35850
375,49,91301,0.55,13134
699,59,135123,0.56,26230
370,59,168295,0.74,16058
479,20,98183,0.27,15301
423,66,24959,0.35,38861
680,36,178329,0.87,28039
592,60,70802,0.31,1284
494,46,144125,0.55,39334
527,67,143795,0.7,44525
730,19,47215,1,41986
735,26,75046,0.44,19658
760,34,114593,0.43,29443
320,63,185166,0.84,4972
363,53,189741,0.81,27167
464,34,187198,0.73,14679
326,66,99036,0.46,45341
610,29,129864,0.32,30519
584,37,140333,0.61,26704
580,67,36772,0.88,37881
463,20,199658,0.88,32948
523,60,71943,0.11,15378
445,67,88868,0.43,11328
329,21,69855,0.46,25732
344,34,173290,0.98,18673
770,67,121124,0.68,11373
333,54,77205,0.41,6720
726,63,156031,0.03,6153
520,59,196206,0.57,7226
833,32,45874,0.1,3976
666,50,151007,0.83,39019
849,33,21301,0.75,37267
415,28,78017,0.46,20297
538,37,63319,0.43,17587
634,55,42455,0.9,19206
740,41,155184,0.29,26935
447,33,77033,0.25,30633
308,47,183217,0.94,11736
587,51,126924,0.81,42401
687,18,52735,0.82,7971
349,41,92781,0.2,10507
816,41,146031,0.14,26724
577,26,148305,0.03,23166
599,39,128049,0.24,14158
434,29,172783,0.77,26774
446,34,25630,0.24,12108
789,42,85488,0.73,13077
777,45,154278,0.25,5175
458,32,76289,0.4,36627
683,47,38953,0.98,3962
462,68,120932,0.24,14616
740,44,161140,0.38,33253
488,39,98930,0.3,18751
714,27,21067,0.11,46625
638,48,70658,0.49,6210
480,44,72165,0.38,33390
587,29,100781,0.69,36677
486,63,160931,0.82,44176
437,48,49164,0.54,37173
429,49,124946,0.03,16993
493,49,147580,0.62,27859
615,58,119251,0.06,21878
443,62,40773,0.62,15923
315,52,53939,0.69,34588
601,63,199671,0.2,28100
722,38,157186,0.82,25086
544,27,118475,0.91,41023
406,33,32818,0.81,48709
387,24,29335,0.31,33571
428,21,75008,0.59,12017
640,44,91745,0.91,38221
303,69,194220,0.32,20513
626,42,23577,0.82,45974
709,48,93916,0.01,47478
605,28,155148,0,15860
524,65,183997,0.76,9086
647,37,79314,0.76,49544
620,53,61205,0.79,19050
480,34,162167,0.93,41157
685,62,133583,0.12,20784
407,28,104715,0.23,12774
830,47,76680,0.9,35968
709,52,48400,0.18,13142
595,58,127345,0.68,24007
470,55,107110,0.53,26158
630,39,140120,0.08,7051
792,60,48562,0.29,32576
494,65,191735,0.52,5115
311,68,38510,0.85,20024
494,44,81608,0.71,7371
789,54,72182,0.62,29690
481,63,46883,0.5,40355
615,66,186916,0.3,33420
329,52,169800,0.12,44375
395,21,31094,0.41,49002
680,33,153479,0.03,47698
743,33,32644,0.21,10080
597,38,105834,0.43,2883
660,43,128982,0.42,5821
673,53,72748,0.04,37590
602,36,79021,0.59,9338
720,34,82651,0.55,23007
545,62,56807,0.08,3477
536,43,185144,0.94,14135
833,39,189470,0.1,43423
484,45,48669,0.85,11437
767,18,181233,0,49100
662,61,158354,0.88,10502
582,53,46539,0.02,30236
635,60,154379,0.76,1368
461,54,37745,0.36,26839
459,19,190505,0.74,47366
773,34,54555,0.4,36515
621,57,152145,0.07,8562
311,55,52683,0.77,8139
723,38,45741,0.07,28141
372,26,173358,0.92,43778
500,30,23599,0.05,7704
821,28,148513,0.48,2887
804,33,47293,0.72,12975
338,33,35389,0.39,1544
359,19,32318,0.22,20448
620,59,199947,0.76,23830
734,61,23055,0.78,47323
707,25,141164,0.92,24926
685,60,102579,0.38,32002
377,59,157392,0.51,48581
493,30,124817,0.36,14333
584,34,24642,0.26,17942
826,56,29321,0.75,15684
823,41,99968,0.34,27088
455,20,122770,0.43,23447
639,47,177116,0.4,9861
424,69,173043,0.71,25833
579,30,129762,0.92,18454
427,36,134183,0.67,2050
613,24,137159,0.47,21422
631,26,45727,0.78,22530
449,36,173631,0.64,48060
753,62,93820,0.06,16756
335,57,129062,0.1,5022
719,39,47476,0.04,42104
321,35,162063,0.46,3634
505,40,140355,0.83,28145
655,19,90047,0.31,8288
739,67,161868,0.38,9992
395,67,23881,0.91,35253
463,28,35668,0.84,28005
447,48,185384,0.67,13166
829,50,48106,0.27,29065
593,31,35729,0.12,18798
494,33,149354,0.02,30301
779,28,90320,0.11,4894
422,50,74913,0.29,4846
699,24,79402,0.55,15481
751,48,141649,0.06,43154
403,65,123930,0.14,31221
761,63,188354,0.18,48764
695,64,189290,0.63,9048
636,31,169022,0.62,28386
441,45,79739,0.55,34336
616,60,24507,0.25,40258
826,33,197375,0.37,24853
700,36,122552,0.1,35713
609,34,99059,0.23,17791
794,43,175739,0.9,5228
408,23,155064,0.98,12945
671,60,150514,0.65,42573
505,66,107680,0.92,40899
342,26,45530,0.64,25681
544,67,35305,0.03,35986
586,34,129097,1,15975
654,48,72044,0.1,49377
775,29,150436,0.68,8711
382,40,109363,0.25,45759
409,22,78817,0.39,13105
489,60,123038,0.65,31146
550,53,66666,0.44,16238
590,53,177245,0.25,4868
500,20,38909,0.33,45294
625,41,182079,0.34,11060
810,34,164057,0.96,6433
708,56,42525,0.8,23612
807,43,132293,0.46,18822
371,21,121046,0.2,35120
546,62,57403,0.81,42004
643,29,188265,0.16,22294
353,18,154902,0.21,19764
827,38,151605,0.37,5560
831,36,172018,0.88,17583
492,38,43504,0.13,16560
357,69,130551,0.12,5424
736,35,75715,0.49,41615
410,60,179327,0.28,27863
428,69,56855,0.57,47963
625,20,61721,0.45,30469
307,66,131597,0.43,38565
328,61,192922,0.11,24184
411,49,120659,0.14,24910
430,27,54723,0.82,48077
487,57,186811,0.89,23404
774,32,25539,0.23,36175
663,22,136360,0.11,4791
503,21,121140,0.05,33208
511,45,172383,0.61,40276
575,69,89180,0.72,48175
372,68,136985,0.37,10629
542,21,105981,0.68,33894
401,32,55934,0.71,22990
470,34,160583,0.94,43580
487,61,151255,0.06,8694
740,20,29475,0.19,37087
385,27,79577,0.07,9673
775,64,46008,0.87,39199
351,59,199013,0.79,33187
410,40,62756,0.57,5378
342,35,100730,0.08,24553
510,18,178984,0.27,44780
499,52,102702,0.3,40258
325,48,66840,0.56,23524
598,61,58623,0.26,44331
376,18,83303,0.07,17622
436,20,66062,0.73,2420
319,20,76690,0.3,48440
739,54,118980,0.45,1340
510,36,174706,0.13,45310
734,46,155162,0.8,41288
506,42,65266,0.57,44953
738,50,181080,0.9,5987
341,53,107643,0.5,27062
710,46,78704,0.94,46517
822,43,137374,0.89,33456
726,21,28382,0.58,39180
574,66,198846,0.93,26308
747,31,109609,0.32,20862
668,67,66698,0.37,8670
519,44,21110,0.05,25246
531,50,135266,0.59,14766
627,39,151458,0.72,30681
742,65,67801,0.77,9323
351,20,134012,0.15,2857
675,40,116085,0.44,48223
562,38,51566,0.18,31587
566,58,183593,0.66,26818
658,40,43798,0.16,26247
616,21,164637,0.9,34272
623,38,43027,0.23,41235
720,54,25631,0.29,19540
345,60,76878,0.85,26837
568,48,65206,0.46,9484
680,38,123473,0.02,31682
417,43,78334,0.49,32707
415,58,92323,0.08,45610
559,52,73619,0.99,5923
374,55,123536,0.59,43019
779,41,177947,0.26,16920
604,28,175586,0.56,44263
306,58,173652,0.08,22938
665,46,155360,0.8,14319
822,64,26734,0.93,43161
647,20,59008,0.87,7900
737,18,69349,0.34,3160
514,69,158886,0.33,17236
728,36,194226,0.04,7221
797,63,158923,0.65,26294
839,66,144478,0.53,11038
666,39,152672,0.46,20651
612,31,76614,0.91,24360
837,66,23692,0.17,9255
353,31,146745,0.01,3699
840,61,40373,0.07,44893
766,33,132413,0.22,22928
463,50,34507,0.03,49169
633,30,82931,0.5,1372
846,55,95499,0.31,48312
647,66,134362,0.18,19898
572,29,117449,0.75,24855
713,68,116819,0.2,35758
799,55,59423,0.69,10607
392,56,123612,0.35,40558
378,50,106120,0.51,9553
516,50,137409,0.93,6383
657,46,110918,0.04,49343
806,22,86600,0.5,1715
480,23,61848,0.85,10837
545,48,26820,0.59,14950
543,33,28512,0.28,8992
805,48,187797,0.4,27817
721,42,71534,0.68,34818
619,65,145191,0.89,14357
386,63,190848,0.04,5742
516,50,80945,0.07,14369
789,30,103420,0.33,6044
818,69,198527,0.23,11288
577,27,103488,0.26,26378
468,41,29711,0.22,8261
629,27,106009,0.2,44614
740,58,29597,0.13,19064
690,48,80067,0.93,10799
795,30,68022,0.14,4522
680,20,132673,0.2,14690
605,67,169854,0.25,3057
812,69,71782,0.93,36489
487,51,130716,0.76,38589
815,66,138030,0.79,36331
726,45,92036,0.1,15559
801,36,55342,0.84,14692
559,40,105745,0.41,49429
812,62,172049,0.26,1202
370,49,77396,0.58,34709
777,30,134836,0.82,17972
477,50,126998,0.78,42530
756,51,70021,0.89,10537
488,50,150672,0.93,2642
590,22,138559,0.24,2365
819,20,86836,0.42,41324
591,24,178147,0.01,1008
582,41,181874,0.88,29820
843,39,97017,0.15,34803
676,62,122689,0.86,46531
455,40,100291,0.33,19001
807,47,110450,0.37,7722
712,35,186664,0.04,21100
827,49,76006,0.33,18460
654,24,177341,0.89,24987
486,50,124268,0.03,5015
330,22,70138,0.41,40897
559,66,82398,0.03,3962
720,45,170946,0.37,5840
828,25,77228,0.17,21533
603,32,82670,0.25,21454
338,69,145613,0.88,49105
788,21,122071,0.44,6699
841,51,130572,0.27,6922
577,22,158997,0.59,25919
502,50,23107,0.14,27508
365,22,106388,0.26,22664
407,55,115719,0.55,33270
567,51,138018,0.24,26278
521,43,47617,0.68,15862
829,18,94258,0.49,14598
389,21,70075,0.77,2898
554,56,146998,0.95,23939
754,43,42631,0.12,32288
552,50,143120,0.33,25774
556,50,117158,0.32,3822
682,25,158955,0.15,38252
741,37,170780,0.81,26049
389,33,66221,0.76,22884
689,38,168269,0.48,14052
343,62,172206,0.54,19038
318,43,125922,0.06,17975
400,40,53550,0.56,35616
656,35,34642,0.79,14269
841,48,171511,0.57,4041
332,69,126093,0.27,17551
528,59,175655,0.67,5379
823,29,113885,0.36,8661
454,18,99538,0.54,7967
722,59,82014,0.49,30870
545,26,39523,0.38,45967
704,20,130285,0.72,16674
840,68,125879,0.88,21394
460,43,110629,0.01,14531
416,26,96830,0.93,22370
570,59,65538,0.51,19565
786,68,67310,0.7,1832
471,33,161980,0.86,47978
573,41,135266,0.47,18405
558,67,32699,0.83,11185
434,31,86912,0.18,4492
721,20,165327,0.16,45630
720,51,99183,0.66,1288
485,50,80282,0.87,41584
663,67,78249,0.89,2076
677,41,58176,0.64,49332
822,26,28163,0.53,35139
495,30,74210,0.33,2074
397,19,143844,0.98,38702
321,24,124587,0.32,28535
749,65,91979,0.74,33807
471,38,98860,0.53,5274
682,36,172215,0.61,29198
433,42,24920,0.39,30859
725,64,102911,0.96,39264
324,39,57996,0.57,46760
802,28,162820,0.94,36276
484,50,114071,0.01,13018
384,49,67252,0.57,9072
443,38,142734,0.72,14348
711,56,157522,0.75,47678
523,37,72756,0.9,14952
519,25,70235,0,49833
478,59,110546,0,1318
732,54,151092,0.47,12818
564,26,145802,0.03,27011
728,42,128421,0.97,19787
715,42,160736,0.22,47750
752,50,86635,0.47,44624
496,19,43225,0.06,13516
352,36,126885,0.52,34496
779,63,105333,0.38,35055
742,37,191297,0.04,37769
629,59,30807,0.34,9752
550,58,26402,0.39,2375
422,59,24521,0.99,15970
686,46,134693,0.21,45846
638,23,28382,0.54,33792
647,34,130996,0.99,18538
328,42,35065,0.79,13657
334,55,105470,0.99,18843
817,21,34425,0.97,16583
695,47,33111,0.49,22491
593,37,191871,0.7,38474
648,20,73257,0.11,47431
446,40,143990,0.44,49612
366,68,147813,0.81,43180
819,35,101046,0.51,19540
421,43,57851,0.7,6979
639,53,28816,0.75,8943
474,25,22175,0.25,9911
750,34,31341,0.88,41254
435,48,83908,0.46,34873
315,54,176726,0.21,4769
632,62,79696,0.87,3479
494,50,103115,0.42,11112
795,44,50194,0.75,45039
308,62,185909,0.55,5731
633,21,104358,0.38,12361
632,39,192648,0.81,49855
626,43,122548,0.58,36940
314,49,170799,0.39,47809
525,41,54579,0.11,33205
724,63,116554,0.9,25569
707,52,167627,0.04,8068
412,54,73294,0.86,7557
727,49,69777,0.36,37098
300,24,156978,0.64,39790
565,50,60751,0.92,46411
790,48,128750,0.15,35826
507,29,94180,0.57,23074
668,28,51644,0.76,23155
605,41,53521,0.76,37389
311,25,31564,0.53,43105
644,49,125155,0.62,37759
764,55,178371,0.76,31784
793,39,199030,0.84,33401
667,51,164493,0.76,12565
719,36,108747,0.35,25700
470,69,31202,1,42271
433,37,129407,0.43,16337
726,31,193257,0.02,12112
324,50,154757,0.36,14761
829,27,110197,0.13,43791
489,33,62637,0.12,9885
440,21,169438,0.28,2376
614,44,44276,0.05,6939
743,45,100946,0.69,42949
618,60,199311,0.07,3846
740,33,95214,0.2,7817
391,69,175647,0.09,8430
478,50,192473,0.06,27328
355,65,61230,0.27,12151
454,36,144086,0.57,28619
410,38,149526,0.96,35484
436,39,174093,0.88,28664
531,26,160521,0.88,7780
767,26,166729,0.18,4331
780,26,55059,0.26,29604
367,44,21532,0.08,42849
548,34,122666,0.78,18762
622,61,101551,0.07,24765
817,62,188828,0.56,38043
731,25,91880,0.25,22922
786,33,126734,0.24,24694
728,35,133997,0.99,11556
568,50,185278,0.76,14555
836,18,72168,0.84,11004
447,29,133123,0.57,39190
417,23,175622,0.87,21810
666,58,157461,0.65,12188
365,22,107897,0.95,1247
669,33,186919,0.28,21762
474,35,124599,0.6,47366
794,66,99239,0.69,46995
413,35,38642,0.39,14811
410,18,126862,0.88,4741
738,36,56509,0.98,30052
446,25,99417,0.49,35319
334,20,69237,0.39,7306
608,42,166486,0.47,4005
837,22,83176,0.85,4322
313,57,148633,0.65,17008
673,36,99865,0.04,41765
727,35,137181,0.54,25870
532,67,82059,0.02,13466
739,48,69150,0.78,46284
801,50,108367,0.33,34161
574,64,61091,0.47,3739
375,35,20903,0.8,37935
738,56,74235,0.05,14194
588,33,75342,0.16,5231
839,33,193795,0.4,29268
552,64,55572,0.23,2401
425,55,37610,0.34,9086
476,58,54052,1,34673
336,24,118993,0.83,1529
709,31,107063,0.88,41779
426,60,188622,0.94,24462
782,65,180083,0.34,48769
467,42,185836,0.3,38386
593,49,117540,0.23,17956
642,55,73533,0.83,18027
609,39,175136,0.68,48676
827,33,143989,0.24,21455
839,69,140388,0.38,40781
718,46,48702,0.51,43252
743,33,143482,0.53,45555
535,29,28631,0.89,46602
738,34,107388,0.38,6605
513,54,144798,0.91,11677
384,44,90043,0.44,17938
384,42,180053,0.75,47819
788,30,55764,0.93,44534
364,25,149014,0.91,44184
363,22,133076,0.06,16009
642,29,119007,0.21,31246
651,58,44940,0.48,29185
457,20,127418,0.43,30295
790,52,91792,0.64,26519
762,50,179504,0.94,21952
524,39,28367,0.11,47642
612,67,131764,0.45,10185
765,61,176583,0.19,20843
387,26,28573,0.89,18505
602,58,35582,0.96,29022
734,35,156450,0.48,17439
434,67,85296,0.1,15660
349,46,164572,0.79,9849
731,56,85841,0.7,30628
639,44,41881,0.35,25835
646,53,90233,0.89,5736
646,62,85285,0.98,36377
544,34,79547,0.56,48443
408,51,158294,0.57,4909
832,63,27933,0.3,15867
389,20,103385,0.58,1794
595,22,118706,0.44,18945
411,31,158012,0.3,16369
476,20,104590,0.07,44601
642,40,126399,0.25,24807
400,56,79145,0.2,11856
700,47,194682,0.54,7795
327,67,77520,0.6,30385
836,62,24544,0.61,32063
357,40,74812,0.39,39260
797,44,190690,0.42,49562
596,27,139090,0.83,11149
433,42,119054,0.48,27669
630,30,176516,0.99,27328
548,33,175861,0.44,38767
849,58,152689,0.65,38965
374,51,120834,0.05,4562
467,54,154405,0.65,34623
802,39,60002,0.85,43255
654,34,151583,0.94,37389
524,40,132850,1,5206
830,53,150011,0.28,34806
445,66,188922,0.58,38364
540,26,141548,0.45,21897
643,69,51786,0.56,15151
334,19,56244,0.16,5370
300,49,87261,0.86,25045
452,67,38477,0.91,22700
728,39,197605,0.45,37215
807,60,185541,0.28,23234
425,30,28496,0.14,49671
790,25,140522,0.68,16326
781,18,163342,0.31,47824
644,34,40724,0.91,38997
520,29,50416,0.67,3241
324,21,55575,0.65,31639
827,30,96614,0.56,41586
481,48,113566,0.05,40766
798,58,168480,0.93,22278
341,24,147192,0.63,43923
780,40,39359,0.99,7444
738,41,159770,0.54,4015
701,22,190564,0.71,15903
845,22,63634,0.06,40583
644,34,137255,0.63,29143
344,47,62864,0.76,5864
320,26,114482,0.78,10676
369,23,57355,0.77,5234
347,42,57690,0.23,22340
790,36,188886,0.98,47915
586,33,182717,1,19723
309,38,76630,0.08,9526
841,19,199243,0.94,7842
573,27,41658,0.29,35626
680,33,35797,0.69,2207
628,54,78799,0.34,18308
778,32,138301,0.97,6429
314,30,72236,0.1,8591
815,30,26265,0.5,46712
490,49,145611,0.43,39660
467,62,141754,0.33,12777
820,64,178070,0.65,39713
436,63,111426,0.13,41459
453,25,165378,0.72,13548
687,60,198417,0.98,47441
508,35,162957,0.8,37795
571,53,129681,0.86,46224
442,43,63826,0.36,38063
368,27,75597,0.32,33055
546,48,158515,0.52,13869
560,50,117375,0.05,24863
378,46,37084,0.95,5661
824,22,109447,0.14,48498
629,30,24383,0.9,45802
488,18,112313,0.08,19782
394,40,54361,0.82,45910
307,57,100294,0.15,2898
366,20,81331,0.04,13919
795,20,115057,0.72,41068
490,24,171601,0.28,3427
665,53,141685,0.71,35393
820,52,116917,0.56,11767
416,32,50932,0.11,19420
566,57,21908,0.93,37123
784,20,181430,0.45,47821
808,46,50412,0.73,5902
597,47,148319,0.5,27850
463,56,103710,0.6,49554
675,35,22928,0.3,44034
567,28,85158,0.2,22620
848,60,181704,0.54,9280
373,66,52309,0.44,15954
807,55,29280,0.39,45764
372,57,60449,0.67,47814
607,18,46957,0.69,47973
498,46,187967,0.05,38729
429,27,90499,0.34,33800
786,45,113057,0.41,38466
450,48,130065,0.1,9887
505,36,172767,0.24,32607
478,20,94893,0.05,33141
496,53,45176,1,42484
388,60,169481,0.74,14335
733,32,76967,0.09,7177
482,50,20987,0.02,42206
508,58,116854,0.72,4926
792,60,46015,0.44,49146
429,68,132350,0.79,44056
312,62,86404,0.92,11154
405,43,136751,0.6,3959
674,33,148807,0.19,19611
398,53,188218,0.78,35161
491,50,68231,0.96,19407
624,37,180104,0.58,14025
766,30,48305,0.68,7064
666,50,74306,0.34,7639
617,22,141139,0.38,3478
443,54,38318,0.73,8929
683,31,164318,0.93,33326
515,44,184916,0.63,23837
660,40,183674,0.79,42941
623,31,41584,0.17,30974
314,57,35169,0.21,45183
516,21,45968,0.53,9418
791,56,157457,0.18,18650
846,69,142684,0.63,35825
482,36,135391,0.29,47471
569,64,45444,0.79,15383
766,21,126081,0.81,47703
818,47,82497,0.46,44211
841,36,25362,0.18,32708
766,48,119254,0.65,36709
604,48,159322,0.99,33924
443,26,88354,0.62,24382
410,30,56368,0.04,27649
531,31,64109,0.02,32140
799,63,47426,0.32,46023
572,27,137632,0.2,33563
472,65,132637,0.81,31373
306,48,59023,0.84,18144
454,54,142268,0.26,9965
821,40,175964,0.33,23791
845,44,129211,0.24,24115
847,23,114897,0.91,18341
817,43,167079,0.5,48573
514,19,99777,0.66,17637
433,62,64858,0.42,25269
584,30,196145,0.63,18953
425,68,110042,0.39,28794
738,67,103098,0.34,24877
451,36,40239,0.63,41273
630,18,164137,0.59,13405
837,57,130951,0.29,28812
682,49,61291,0.15,46605
414,39,58805,0.37,42767
781,65,118831,0.42,10973
583,46,169515,0.63,24925
374,19,29290,0.91,45623
465,57,151283,0.04,24091
488,55,103634,0.24,20584
377,65,39072,0.19,40325
320,28,63290,0.5,10071
483,34,105186,0.43,6088
521,68,35115,0.73,17550
627,60,25149,0.24,3063
478,25,61992,0.59,28280
411,39,37716,0.88,9303
358,21,117724,0.91,12631
626,28,33621,0.96,2125
490,25,157892,0.77,36409
499,26,133065,0.91,23485
611,43,193872,0.23,44003
334,19,50399,0.2,13794
678,33,139374,0.01,19018
686,48,165074,0.71,9862
536,23,63098,0.94,36879
818,38,65511,0.19,2690
582,43,73243,0.64,16740
300,36,135131,0.75,48862
763,45,48750,0.93,49643
529,25,168382,0.65,24024
471,31,75398,0.97,21341
386,41,64345,0.34,10156
422,65,113430,0.35,38214
597,61,134921,0.54,32053
783,54,111729,0.38,11158
464,43,71843,0,3808
682,48,161294,0.73,6402
508,68,182581,0.75,2964
731,49,151458,0.75,18206
688,67,84334,0.35,10629
523,58,87170,0.52,33337
302,19,60878,0.36,35829
671,42,189421,0.02,22559
745,69,173024,0.56,4865
415,61,110352,0.12,5294
569,19,172601,0.08,47939
746,59,192593,0.76,13965
667,18,38383,0.01,13228
552,53,155973,0.96,49419
616,29,62889,0.52,32377
714,26,34633,0.98,35927
394,53,82244,0.06,13822
323,58,149177,0.58,31070
349,45,170235,0.35,4187
801,55,161779,0.84,8135
797,50,103597,0.36,14508
634,59,196173,0.26,34557
378,63,195778,0.86,35090
326,39,35115,0.37,47155
570,42,95379,0.02,40441
546,35,59979,0.39,40884
686,23,191713,0.65,27067
660,35,89377,0.25,19043
787,69,26416,0.43,31572
651,33,161705,0.06,10507
555,32,148785,0.59,4062
521,65,151666,0.76,25700
300,25,165465,0.41,19454
845,30,186452,0.42,11868
745,60,196128,0.09,3553
378,24,150364,0.2,30553
535,34,117507,0.15,29511
633,67,138243,0.48,18428
648,49,155933,0.53,43747
397,39,123070,0.95,6957
381,68,56126,0.07,45495
801,30,100382,0.6,5578
776,64,184754,0.53,39389
849,40,38228,0.52,35734
313,46,44009,0.87,11548
691,39,20094,0.21,22353
646,18,100636,0.04,47632
609,46,118453,0.67,19634
685,65,168502,0.35,12679
508,22,186643,0.02,48743
656,52,74486,0.25,25717
393,27,110510,0.31,47935
392,36,40860,0.62,26579
639,54,92812,0.17,27730
744,24,86087,0.41,35782
321,63,159558,0.48,5624
590,52,69607,0.46,24103
784,62,160817,0.97,26544
605,30,126664,0.05,29534
427,27,38330,0.95,39636
572,19,140803,0.58,48394
741,23,191150,0.8,34572
802,25,63336,0.43,29560
429,53,28070,0.45,34435
